Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent
9.8,0.6,0.3,2.1,7.5,0.7,0.0,0.0,0.5
165.6,7.8,4.9,22.5,99.3,23.6,0.2,21.2,0.9
186.0,5.8,1.7,0.0,21.5,48.5,13.8,2.5,13.5
176.7,9.6,2.7,97.5,110.0,2.9,1.2,0.7,20.3
146.2,11.7,4.9,144.9,278.1,0.8,0.0,0.2,8.8
224.9,3.0,0.6,1.5,173.6,42.9,4.3,11.8,6.4
342.8,12.9,5.4,25.6,129.0,46.3,5.3,9.5,12.8
255.6,7.8,1.1,0.0,11.9,48.7,18.7,30.3,5.6
111.2,5.9,1.9,7.7,773.9,9.8,4.0,2.3,5.9
113.9,0.2,0.0,0.0,13.7,29.4,2.9,26.0,0.7
321.8,19.7,11.7,128.1,538.4,26.3,1.0,0.5,9.8
192.9,5.1,1.7,186.0,108.3,30.0,0.7,22.1,7.3
155.6,10.5,3.0,22.7,88.8,12.5,1.1,8.1,4.9
98.6,4.5,0.6,0.0,544.8,13.6,2.2,2.7,1.4
167.9,2.6,0.5,0.0,1385.5,31.9,1.7,13.7,5.5
113.2,6.7,1.0,5.1,468.2,13.2,3.2,5.6,1.7
269.6,11.2,2.0,78.6,1798.4,10.3,1.8,3.2,31.6
229.7,10.3,1.4,0.0,11.2,31.9,4.0,2.5,3.7
9.7,0.3,0.0,0.0,1.5,1.8,0.6,0.1,0.3
289.6,5.6,0.7,0.0,590.7,53.8,2.5,0.6,5.6
190.0,2.3,0.4,0.0,537.5,38.3,0.7,35.5,4.0
84.7,4.9,0.7,0.0,24.6,7.8,1.5,0.5,2.3
346.6,11.8,4.5,91.8,333.8,35.8,1.4,0.7,23.5
410.9,8.8,1.5,52.3,783.0,51.2,1.6,3.3,29.0
134.2,0.1,0.0,0.0,8.8,36.6,0.2,35.2,0.2
549.4,24.8,7.3,99.4,531.3,54.7,3.1,6.3,27.2
0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0
265.1,2.9,0.7,2.5,83.1,49.0,4.0,11.7,11.4
134.7,2.4,0.3,0.0,453.6,23.6,4.6,0.0,5.2
254.5,12.1,4.8,45.0,244.0,27.4,0.8,3.4,9.0
181.5,5.1,2.9,15.4,141.3,33.1,1.3,19.8,2.6
215.8,7.8,2.8,21.2,78.1,34.9,1.7,18.9,3.0
201.2,8.0,0.9,68.4,104.1,1.4,0.9,0.5,29.9
322.1,22.8,12.9,56.3,438.7,19.4,2.2,6.0,11.0
269.8,14.9,7.0,32.7,240.5,29.8,3.3,4.1,5.1
238.8,3.6,0.9,2.2,230.9,46.5,4.2,3.0,6.4
43.7,0.1,0.0,0.0,338.7,10.8,0.5,9.5,0.8
92.6,5.2,0.5,0.0,80.0,10.2,4.7,1.9,3.6
204.4,7.0,1.4,0.0,365.1,27.9,2.7,6.2,9.8
148.2,6.2,5.3,0.0,48.0,24.3,2.6,16.3,1.4
83.2,7.5,1.0,0.0,4.4,3.0,1.0,1.4,2.2
268.5,10.7,1.7,30.8,131.3,29.1,14.5,13.1,20.6
690.7,32.0,9.6,192.0,739.0,77.7,7.5,5.3,22.6
114.3,0.7,0.1,1.2,51.2,24.3,5.8,17.3,4.8
3.6,0.0,0.0,0.0,0.4,0.8,0.1,0.3,0.1
146.8,6.1,1.6,71.3,354.4,8.0,0.8,1.1,15.0
451.9,20.1,3.8,61.2,201.5,54.0,5.2,4.4,16.7
136.7,3.5,0.9,10.3,138.1,22.1,1.2,1.5,4.0
104.7,5.5,3.3,22.2,58.7,13.2,0.1,9.1,1.1
307.1,16.7,7.5,132.5,566.1,21.5,2.2,4.7,18.4
377.7,27.1,9.9,90.2,89.2,10.8,3.3,5.4,23.0
412.2,13.1,6.2,29.9,906.4,50.7,7.3,5.7,24.5
83.0,4.8,2.9,14.9,48.1,8.8,1.6,2.7,2.2
168.3,7.2,1.7,8.8,67.8,25.5,1.1,16.3,2.0
472.5,21.6,9.9,217.7,880.7,24.3,0.9,1.5,43.1
380.2,6.1,1.8,73.8,866.4,51.5,1.3,25.8,27.5
241.9,10.6,6.5,42.3,144.8,34.5,0.6,20.3,3.0
193.0,6.9,4.1,31.8,274.7,30.0,1.4,12.5,4.0
48.9,5.2,1.4,4.1,10.9,0.8,0.0,0.8,0.0
140.6,3.0,1.7,18.4,118.3,25.1,1.0,6.3,3.3
402.1,25.0,9.8,26.1,661.4,38.5,3.7,1.8,7.0
33.6,2.2,1.3,5.1,8.1,3.0,1.0,2.5,1.2
140.6,8.9,5.5,22.9,225.9,15.4,3.6,9.1,1.2
247.6,13.5,9.2,35.8,67.0,30.3,0.7,21.5,2.3
256.3,19.9,8.2,40.1,515.0,12.9,4.7,4.8,9.1
0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
241.1,9.4,2.0,46.2,446.8,33.7,2.2,4.3,6.3
211.8,6.1,2.1,48.7,872.2,17.1,3.2,2.0,20.7
199.4,0.3,0.0,0.0,5.0,51.0,3.8,39.0,1.9
147.8,9.3,2.0,6.2,283.7,13.3,2.9,7.9,5.2
125.7,4.8,2.6,61.9,157.3,15.3,1.3,0.8,5.7
239.4,7.6,2.9,12.6,626.5,34.6,4.3,5.0,9.5
183.6,1.7,0.2,0.0,337.7,36.6,8.2,7.7,7.8
151.6,5.8,2.6,35.8,377.1,22.1,1.8,9.2,3.9
89.3,5.9,2.0,10.2,226.2,6.0,1.5,1.5,3.6
175.8,1.9,0.4,6.1,222.1,31.0,2.4,2.3,8.6
252.0,1.9,0.3,0.0,76.8,49.8,4.1,4.1,9.3
236.0,14.1,2.4,12.0,411.8,25.8,3.5,10.1,4.4
326.8,14.8,6.5,110.4,133.3,8.4,3.6,1.8,36.8
329.6,2.0,0.2,0.0,403.8,65.3,9.2,1.1,13.2
104.2,3.2,1.9,7.6,249.4,19.6,3.2,14.1,1.1
86.1,3.2,1.9,7.6,29.9,10.8,3.8,4.8,4.1
276.6,10.8,2.7,4.9,1424.1,37.4,3.5,8.0,8.8
379.2,20.3,5.0,42.5,250.2,46.6,2.4,24.2,5.2
361.3,18.2,10.8,43.7,374.3,43.0,2.4,27.9,8.7
91.8,2.3,0.9,8.5,300.6,7.0,1.1,4.4,11.3
153.7,0.4,0.1,0.0,8.4,28.1,7.0,0.9,10.5
134.2,0.5,0.0,0.0,22.3,32.1,3.6,27.1,2.4
144.8,7.1,1.0,0.0,2.9,21.6,3.8,14.1,1.6
361.8,13.5,7.6,64.8,102.4,31.9,4.1,4.4,17.0
101.2,0.3,0.1,0.0,320.1,22.6,3.2,1.5,2.4
75.8,2.6,0.4,0.0,246.2,12.6,4.1,4.3,2.3
526.6,27.1,9.9,179.3,961.5,8.6,1.3,4.5,59.0
152.8,8.3,2.1,78.5,883.7,13.4,2.1,3.9,7.7
62.3,3.0,1.9,10.2,231.3,2.7,0.1,1.2,6.1
418.6,25.6,7.0,115.0,2014.7,17.3,0.8,14.2,29.7
239.4,0.9,0.2,0.0,18.1,53.1,12.8,0.3,8.6
189.0,2.1,0.4,0.0,44.8,36.4,4.2,0.0,5.5
341.2,15.3,4.5,31.3,248.7,47.6,2.4,27.9,6.9
299.1,13.0,7.7,83.4,257.2,44.2,1.5,30.6,3.4
450.7,21.2,3.7,0.0,1999.0,56.5,6.5,7.4,11.0
187.1,6.1,1.8,186.0,212.4,23.6,3.9,8.4,10.6
291.6,16.8,5.8,32.4,1343.3,18.0,2.4,5.4,16.7
168.2,9.2,5.6,11.5,39.7,22.2,1.1,20.6,2.3
181.8,7.5,2.7,6.1,822.2,24.2,5.7,3.5,6.2
177.0,7.3,1.5,0.0,2.8,23.7,3.4,4.3,5.4
128.5,0.8,0.1,0.0,54.4,28.0,4.9,3.5,5.7
210.1,9.8,3.7,27.8,199.2,27.1,1.3,13.6,4.7
302.1,9.0,1.1,0.0,779.4,38.4,6.2,0.8,22.4
169.7,12.8,1.7,62.4,34.7,11.8,0.9,10.7,3.3
491.1,20.3,12.3,69.6,212.2,71.8,1.6,37.8,6.5
804.6,38.6,11.0,143.3,845.1,67.8,5.0,27.6,47.4
250.5,13.2,8.0,62.5,185.3,30.2,0.6,15.2,3.4
98.4,2.9,0.5,10.3,91.5,16.9,0.3,9.0,1.4
368.9,16.9,5.2,51.4,1308.5,34.7,2.8,24.6,19.7
343.8,3.9,0.9,0.0,41.5,76.9,15.9,19.6,13.5
43.3,1.4,0.2,0.0,13.4,15.3,7.0,0.2,2.3
27.6,0.7,0.2,0.0,5.0,6.0,3.1,0.0,1.4
302.9,6.0,0.8,0.0,23.1,51.7,8.1,4.0,12.8
498.1,23.3,11.8,56.7,463.5,54.4,5.1,2.0,19.4
130.8,13.0,7.3,41.6,220.2,1.8,0.1,1.3,2.3
19.0,0.6,0.1,0.0,2.4,3.9,2.0,0.6,0.9
102.1,6.2,1.2,0.4,68.0,10.5,0.8,8.3,2.2
225.2,10.2,2.8,7.3,223.9,27.4,2.7,1.1,6.6
7.7,0.6,0.1,0.0,72.7,0.5,0.0,0.1,0.1
52.1,2.5,1.8,4.5,27.4,7.7,0.7,5.6,0.3
620.1,18.4,5.8,230.3,162.7,80.2,4.3,5.7,30.8
172.4,6.8,1.0,0.0,276.4,23.6,1.4,0.1,4.0
71.0,4.3,0.6,0.0,9.3,2.1,0.2,0.8,7.6
324.1,10.9,5.0,22.2,799.2,45.4,3.0,2.4,12.8
604.6,63.1,8.8,0.0,658.2,14.9,6.1,0.0,1.7
167.8,17.8,2.4,0.0,653.1,3.3,1.8,0.2,0.6
164.9,0.9,0.1,0.0,3.0,40.2,5.6,25.5,2.5
167.7,0.7,0.1,0.0,16.9,41.4,5.7,32.9,2.1
162.6,1.0,0.1,0.0,4.6,39.5,7.4,25.8,2.2
212.0,0.8,0.2,2.8,35.6,51.4,5.1,22.7,4.2
164.7,0.6,0.1,0.0,16.1,40.8,3.3,33.4,2.3
170.5,1.0,0.1,0.0,3.5,41.5,4.8,32.6,2.6
44.1,2.4,0.3,0.0,40.6,5.7,2.4,0.0,1.0
156.4,2.6,0.3,0.0,5.7,27.3,3.0,0.0,6.0
7.2,0.1,0.0,0.0,84.7,1.4,0.0,1.1,0.2
343.8,13.0,2.2,93.0,1060.6,46.3,2.0,2.5,9.7
529.7,18.2,2.9,47.9,1389.8,58.6,6.8,8.8,25.0
140.6,7.8,2.7,7.6,597.5,13.2,3.1,8.0,6.0
432.5,27.4,10.6,162.7,175.3,9.7,2.0,3.5,35.3
791.2,34.8,11.7,153.0,616.9,63.5,6.5,9.6,54.2
419.2,19.2,9.0,73.6,850.3,35.3,1.6,3.0,25.3
53.1,0.3,0.1,0.0,1175.8,9.1,3.1,4.0,2.2
605.5,30.8,10.9,247.1,1396.1,22.8,1.7,2.0,56.0
347.5,11.6,3.1,89.7,661.0,35.6,1.9,13.9,24.9
156.7,9.1,5.7,19.8,74.7,18.8,0.3,16.2,0.7
51.1,0.5,0.1,0.0,28.3,10.5,1.4,3.1,1.8
299.5,23.6,6.3,20.1,1423.3,18.5,4.9,9.6,7.5
518.0,16.7,7.1,119.7,207.4,70.4,6.2,33.9,11.2
191.8,8.0,3.8,86.6,345.6,23.7,3.5,1.2,6.8
110.5,6.8,3.5,1.7,18.9,10.9,0.7,9.1,1.9
233.4,8.9,1.5,82.3,94.8,3.8,1.4,1.9,33.4
215.6,4.4,1.1,79.5,431.8,15.6,1.6,4.4,27.4
391.8,18.0,5.8,12.7,190.8,55.5,10.5,9.4,5.3
454.2,25.7,6.2,26.4,164.5,51.8,3.7,20.6,6.6
142.1,4.4,2.7,11.1,359.4,15.7,1.2,9.6,10.8
372.1,19.2,11.2,14.2,421.6,49.0,1.9,35.3,4.0
255.3,3.8,0.7,0.0,156.7,48.1,7.2,7.2,9.4
464.4,12.7,6.4,31.0,387.3,83.5,7.6,36.2,12.2
316.7,32.6,9.9,105.8,234.8,8.9,5.0,0.5,6.7
132.5,1.7,0.2,176.7,840.8,2.9,0.1,0.3,19.9
286.6,10.3,2.9,8.2,542.9,41.0,11.6,3.6,14.3
319.7,12.3,6.5,35.6,1109.1,46.5,6.8,1.0,7.9
207.5,6.6,3.4,13.4,349.4,33.1,6.6,6.4,6.2
731.5,36.1,9.5,192.4,1463.9,43.4,3.5,6.9,56.2
74.7,4.0,2.6,15.9,56.4,5.7,0.0,5.7,4.2
272.0,8.9,1.4,4.6,190.1,41.0,5.4,17.4,9.6
318.6,14.0,3.5,70.8,1085.2,22.9,3.9,14.3,27.3
286.1,6.1,0.8,0.0,417.3,51.9,11.7,11.9,10.8
161.8,12.8,8.1,40.0,240.4,4.0,0.1,0.1,7.9
212.2,4.5,0.5,0.0,213.2,35.5,6.9,3.2,8.9
219.7,9.6,2.4,35.2,199.9,31.0,1.0,14.9,3.1
488.0,31.8,11.8,81.7,1043.5,31.7,4.0,17.5,21.2
646.9,25.6,7.1,137.3,1356.0,52.6,3.6,0.5,48.4
287.7,23.8,8.4,69.6,657.7,0.8,0.0,0.0,16.6
275.4,15.8,6.0,95.4,1501.0,11.1,1.0,0.9,20.9
287.9,12.1,4.7,132.0,559.3,28.1,0.0,0.2,15.8
380.6,16.0,3.6,73.1,508.3,31.1,1.5,25.4,26.7
320.3,2.3,1.5,9.6,418.8,75.1,1.0,0.3,3.6
451.1,8.1,2.1,61.4,64.9,60.7,3.6,3.8,32.4
144.8,7.9,2.2,7.9,765.8,18.3,1.8,6.1,1.3
455.0,1.2,0.2,0.0,2.5,95.4,3.4,0.3,12.9
36.2,2.4,0.3,0.0,2.2,3.6,0.7,1.4,0.5
326.5,19.4,4.6,16.7,350.4,26.1,11.8,3.7,14.0
151.7,8.5,5.1,8.5,40.1,16.6,1.2,12.0,2.9
86.0,3.8,0.7,0.0,96.4,13.2,0.0,13.1,0.0
69.8,4.4,1.6,5.1,30.1,7.0,0.9,4.9,2.1
191.9,0.6,0.1,0.0,17.5,37.7,14.2,4.0,11.1
119.2,8.7,5.5,25.1,50.9,10.7,0.0,9.9,0.5
163.8,8.8,3.9,18.6,178.6,16.1,3.5,2.3,7.3
288.7,6.5,1.9,86.6,107.1,22.2,3.1,16.4,35.7
94.0,0.1,0.0,0.0,111.5,24.1,0.7,16.4,0.3
362.5,22.3,3.2,63.4,676.3,19.2,1.8,9.4,22.4
139.3,7.2,2.1,0.0,159.8,18.5,0.7,11.1,1.2
108.0,6.8,1.1,1.6,248.4,10.9,4.3,3.2,3.4
6.4,0.4,0.3,0.0,0.9,0.8,0.3,0.1,0.1
380.0,28.7,3.7,142.9,852.4,15.7,1.6,10.4,16.6
118.9,9.2,1.3,0.0,60.4,9.0,1.7,6.2,1.5
234.8,11.5,3.7,0.0,56.4,35.1,3.1,22.0,2.9
413.9,14.0,6.3,50.0,473.2,52.2,4.3,7.8,20.0
243.5,11.1,5.3,232.5,231.9,22.9,2.2,2.4,13.4
444.6,18.7,4.3,11.0,295.6,54.4,2.6,2.2,14.3
331.7,9.7,4.0,138.5,464.4,6.7,1.0,4.4,52.1
78.4,1.9,0.4,0.2,319.6,10.9,2.2,5.9,3.2
195.3,14.5,8.8,41.9,125.2,11.6,3.2,0.8,7.2
386.6,22.1,8.4,74.5,170.3,43.8,4.3,26.6,7.3
389.4,6.5,1.2,96.8,693.5,44.5,1.8,18.2,36.2
233.6,6.3,2.2,215.3,84.3,31.6,1.1,1.9,11.3
483.3,28.7,9.8,140.8,1030.5,18.9,3.0,1.4,36.5
217.9,4.7,0.7,0.0,45.2,38.0,6.3,7.5,7.7
112.8,8.9,4.8,26.5,318.4,8.2,1.4,5.0,1.9
333.3,0.3,0.1,0.0,9.3,79.5,2.8,37.6,3.4
160.4,4.0,0.8,0.0,156.2,30.5,1.3,17.2,1.5
528.1,9.5,2.3,0.0,892.1,94.1,11.8,8.7,17.7
394.2,17.4,10.3,62.7,273.4,56.6,2.7,28.3,7.1
135.0,0.5,0.1,0.0,293.2,27.9,1.4,0.4,4.3
256.2,10.7,4.5,60.5,1419.1,22.7,2.5,14.5,18.3
285.5,5.3,2.4,12.8,198.0,53.5,4.2,26.1,8.4
241.0,13.8,8.3,71.8,103.8,27.3,1.0,17.6,3.0
438.9,24.8,9.3,106.0,827.5,28.8,0.1,28.0,25.4
281.7,14.6,3.4,30.2,238.4,39.8,6.6,12.7,8.1
181.9,11.0,6.5,115.4,467.2,11.4,0.2,6.8,9.7
218.1,7.8,4.1,33.7,288.6,35.7,3.0,19.0,3.4
188.3,2.8,0.9,2.9,305.3,36.2,1.6,7.1,4.5
497.0,20.4,9.1,32.2,991.3,57.2,1.1,1.4,17.8
502.2,16.5,6.6,149.7,855.9,36.9,5.1,4.6,52.9
613.0,31.3,12.0,143.3,985.4,36.2,3.5,5.5,39.0
166.9,4.7,0.6,0.0,442.1,29.4,2.8,1.8,2.7
651.1,18.0,2.9,145.3,878.4,57.1,6.8,0.3,62.5
123.0,0.1,0.0,0.0,9.6,27.9,3.5,1.2,3.2
33.3,0.5,0.3,1.0,183.0,5.5,1.2,2.7,2.7
235.2,12.4,5.8,27.8,231.2,30.9,1.1,20.7,2.4
129.9,5.4,1.8,31.5,1005.9,12.7,2.6,7.7,9.2
48.7,0.0,0.0,0.0,0.1,12.5,0.0,12.5,0.0
74.2,1.8,0.9,3.5,52.8,13.0,1.0,4.8,1.8
247.4,12.0,7.4,30.9,103.5,30.6,1.0,1.5,4.1
349.4,17.2,2.6,26.4,365.6,43.2,3.5,22.7,8.9
133.9,4.6,1.0,36.3,511.7,9.6,0.7,1.7,13.9
231.7,10.3,1.7,75.5,1017.4,8.1,2.3,3.9,26.6
392.0,22.6,8.1,128.9,582.4,18.8,0.3,14.0,27.1
398.1,9.7,5.6,57.9,269.0,70.9,1.7,33.4,6.7
201.1,8.5,5.1,20.3,194.8,27.1,0.5,0.1,4.2
99.9,4.8,1.6,18.1,34.5,11.9,1.2,5.4,3.1
95.7,6.2,3.6,37.5,244.7,2.1,0.0,0.0,7.7
168.2,12.1,2.0,0.0,551.7,13.1,0.6,1.6,2.1
179.5,10.3,1.4,95.3,717.2,12.2,2.7,5.9,11.7
235.4,6.0,2.2,110.3,1059.0,32.2,4.8,6.3,13.2
202.8,7.7,4.0,19.4,80.6,31.8,0.6,28.6,2.7
232.7,12.4,6.9,121.5,209.1,25.8,0.4,15.9,5.1
166.8,2.3,0.5,24.4,1040.3,20.8,0.9,3.5,15.9
44.2,3.5,0.5,0.0,168.7,3.0,0.9,1.3,0.6
110.7,0.9,0.1,0.0,94.2,22.9,4.0,3.6,3.9
244.9,27.0,3.7,0.0,292.1,1.6,0.1,0.7,0.1
189.3,1.3,0.3,24.5,595.1,27.0,1.3,1.3,13.6
99.3,8.0,4.1,15.0,66.2,4.5,0.3,3.0,2.9
269.3,7.9,1.5,0.0,142.4,36.9,4.3,2.2,16.1
282.8,11.5,3.8,38.6,1057.2,28.6,7.5,7.9,18.7
41.3,0.1,0.0,0.0,380.4,7.7,0.7,5.3,1.1
123.0,3.0,0.9,93.0,331.8,20.3,9.5,6.6,6.5
488.3,17.7,10.4,103.5,413.8,74.6,2.6,35.7,8.4
134.5,4.5,0.7,0.0,628.7,23.4,11.2,9.9,4.9
183.1,15.0,4.4,11.2,248.4,9.1,1.6,6.6,5.3
132.3,0.1,0.0,0.0,2.8,15.5,0.1,14.4,0.4
356.0,25.0,6.3,19.3,627.1,26.1,5.8,11.1,10.7
320.7,8.8,1.4,0.0,153.9,54.6,2.6,0.8,5.8
72.6,0.8,0.4,2.0,75.2,16.9,2.2,13.0,1.2
326.5,7.6,3.4,10.2,536.3,51.7,3.6,4.5,12.3
222.6,12.8,6.8,37.8,181.4,26.7,1.0,19.5,2.2
622.9,15.8,4.5,92.8,754.7,72.9,3.4,3.5,45.6
229.3,9.4,1.9,0.0,82.3,30.6,3.0,15.3,6.7
361.6,15.9,2.6,49.6,504.5,46.4,1.1,16.4,8.1
83.9,0.0,0.0,0.0,4.2,21.6,1.4,20.1,0.7
59.4,2.0,1.1,5.5,110.4,7.5,2.3,4.2,4.2
31.2,0.2,0.0,0.0,18.3,9.0,1.6,4.9,0.7
192.9,4.8,0.9,34.2,1124.5,18.1,2.7,4.5,20.7
55.0,0.1,0.0,0.0,226.9,14.0,0.1,11.8,0.4
315.9,3.7,0.6,0.0,22.4,65.0,8.4,2.9,7.5
401.3,19.3,2.9,109.2,672.5,15.3,1.7,4.0,42.1
40.7,0.4,0.1,0.0,52.2,8.5,2.9,4.3,2.3
116.0,6.2,3.7,19.4,324.4,10.7,2.7,2.6,4.8
217.1,9.3,5.8,22.9,116.8,34.2,1.6,17.7,2.3
109.1,7.2,1.0,0.0,14.2,9.9,2.2,3.1,4.2
278.8,7.8,0.8,0.0,34.1,48.8,10.1,15.7,7.7
265.4,9.1,1.0,31.0,196.9,42.8,3.3,15.3,4.6
307.9,13.2,3.4,31.0,264.2,46.3,1.2,31.0,3.5
104.6,2.2,0.5,54.5,99.4,2.0,0.4,0.8,18.3
237.3,20.0,8.8,44.5,561.6,8.0,1.9,5.5,8.1
148.1,1.1,0.6,3.8,53.9,28.7,0.9,10.4,5.5
160.3,7.2,2.9,46.1,589.3,9.2,0.2,8.3,14.6
312.2,20.4,7.9,64.3,580.2,7.8,0.0,1.9,24.1
51.1,0.2,0.1,0.0,680.0,10.7,0.0,9.6,0.8
213.9,15.9,6.7,33.4,487.5,12.6,2.4,6.9,7.1
558.3,37.0,10.1,85.9,941.0,30.9,1.8,5.2,25.1
121.7,8.7,2.1,214.6,135.3,3.9,0.2,1.2,6.9
73.0,4.1,1.1,0.0,88.8,8.2,1.1,3.3,2.1
301.6,17.9,2.5,0.0,179.6,33.0,4.5,6.6,5.9
537.2,21.0,3.6,146.3,532.2,18.5,2.2,15.5,66.2
474.6,31.3,9.7,142.4,692.6,8.6,2.1,3.3,41.5
394.9,4.9,0.8,74.3,111.2,17.2,0.0,11.9,28.7
368.1,8.0,1.1,0.0,63.2,62.2,14.2,13.7,17.3
615.7,29.9,11.9,89.0,1567.2,58.0,1.9,3.1,26.6
430.5,22.6,10.2,116.7,90.2,0.6,0.1,0.1,53.1
537.7,7.7,1.5,0.0,2038.9,97.4,4.6,4.4,20.2
201.7,5.4,1.8,98.4,274.4,4.7,0.0,4.5,31.3
129.1,9.1,0.7,0.0,16.2,8.8,4.5,2.2,6.6
250.1,8.4,5.0,18.2,49.2,39.6,4.9,2.1,5.4
180.7,6.0,0.9,0.0,405.4,26.2,1.2,1.1,5.3
290.2,8.9,3.3,123.2,461.3,21.9,1.8,9.6,29.1
411.6,20.9,5.8,138.1,540.3,21.8,3.8,2.1,33.0
427.8,7.9,2.2,92.1,128.1,53.4,4.9,7.6,34.6
303.5,17.0,6.6,50.9,356.8,35.3,0.4,18.0,3.2
89.1,6.5,2.3,9.4,164.3,3.5,0.7,1.2,4.6
0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0
457.3,16.5,2.1,0.0,60.7,54.4,14.8,4.6,29.9
614.9,33.5,5.6,70.7,842.4,61.0,13.1,14.2,26.7
148.4,11.6,4.4,17.2,181.6,6.4,2.0,0.5,5.4
357.4,19.7,7.3,77.1,431.5,19.6,2.1,1.6,24.5
572.7,40.8,7.3,268.4,2051.4,18.0,3.5,4.5,32.6
255.4,12.4,6.0,208.8,195.6,21.3,1.2,1.3,14.1
247.6,10.2,1.4,0.0,368.6,32.8,6.6,2.2,8.1
163.5,11.7,8.7,13.8,101.7,15.1,2.4,6.0,2.2
518.1,29.8,9.2,55.6,507.7,60.1,3.9,37.7,10.3
40.3,2.5,0.3,0.0,101.5,4.6,1.1,3.4,0.8
532.0,26.2,7.0,137.3,707.6,16.6,3.9,0.0,44.3
326.3,6.1,1.0,129.6,734.5,43.5,4.0,8.0,24.4
274.1,17.8,9.9,203.4,531.4,19.8,0.9,0.9,8.9
407.9,32.1,9.1,76.0,1067.6,6.4,0.7,2.0,23.8
578.1,32.9,9.9,169.8,931.2,15.7,0.0,5.8,53.5
43.3,0.0,0.0,0.0,10.3,11.1,0.0,10.9,0.1
155.3,2.3,1.1,4.5,438.1,32.9,4.5,15.7,4.1
153.2,6.2,1.6,13.2,96.0,22.5,0.5,9.5,2.0
317.7,14.0,3.7,112.4,353.5,4.4,1.1,1.6,42.7
87.9,0.3,0.0,0.0,274.1,1.7,0.2,1.2,18.1
439.6,20.5,7.2,0.0,374.4,61.9,3.1,34.6,5.6
598.1,28.7,12.9,44.6,404.2,62.9,5.6,7.3,24.6
266.4,10.2,1.7,0.0,690.0,35.2,5.0,6.7,11.0
214.8,13.9,8.8,40.8,237.2,20.3,0.2,14.2,2.9
201.8,5.8,0.9,2.4,313.4,32.2,1.3,3.7,5.1
278.3,12.4,7.1,86.6,282.8,38.2,0.7,26.0,4.2
109.4,9.7,0.7,0.0,104.9,5.8,0.2,5.2,0.2
82.2,1.6,1.0,4.4,21.2,17.1,0.0,17.2,0.3
315.8,19.4,5.7,42.4,403.9,19.0,3.4,5.5,17.2
361.7,16.5,6.5,105.6,709.1,31.2,2.1,3.6,22.0
312.9,20.1,12.0,71.1,208.4,29.8,0.9,8.8,3.8
130.0,3.0,0.4,0.0,7.0,23.1,1.2,21.5,5.7
26.0,0.3,0.0,0.0,7.2,5.6,1.8,3.8,1.3
40.2,2.0,1.1,5.3,41.0,5.0,0.6,2.3,0.8
319.1,13.6,2.5,0.0,209.8,35.4,2.9,2.2,17.3
53.4,0.1,0.0,0.0,719.4,14.0,0.1,13.4,0.5
371.9,18.6,3.5,4.5,692.5,44.9,4.3,5.9,7.8
322.1,6.9,1.1,2.9,1989.2,58.6,9.1,16.3,9.4
293.9,14.9,8.9,57.8,240.8,37.0,1.9,11.9,4.4
197.2,9.1,2.0,5.2,139.9,28.2,2.5,20.8,3.7
196.5,7.5,4.0,50.8,94.8,29.6,1.7,17.7,3.4
58.5,0.2,0.0,0.0,1.3,14.7,1.9,12.8,1.0
227.1,18.6,11.6,66.3,34.8,14.1,0.0,11.0,1.8
154.9,1.2,0.7,1.5,50.2,34.8,1.8,27.3,2.7
82.2,0.4,0.1,0.0,2.1,20.9,1.6,14.9,1.4
64.4,0.1,0.0,0.0,4.2,16.4,2.8,13.6,0.4
256.1,9.0,5.4,30.7,195.7,36.8,4.2,28.6,10.4
315.1,12.1,5.5,13.0,527.4,42.2,3.1,1.9,8.9
332.1,16.3,7.1,127.8,1220.8,17.2,1.9,3.0,28.4
507.0,29.1,5.5,94.2,904.6,28.6,1.9,3.2,31.2
632.7,33.1,10.7,74.8,1222.0,57.7,5.5,15.8,18.8
186.6,17.1,10.0,97.3,84.2,2.1,0.1,0.3,6.6
213.6,12.4,2.4,9.6,272.4,19.4,4.5,6.8,7.9
74.2,6.9,1.0,0.0,151.4,3.1,1.2,1.4,0.8
20.6,2.0,1.1,5.2,18.9,0.6,0.0,0.4,0.2
169.1,3.9,0.5,0.0,293.1,29.0,1.4,1.7,4.2
467.0,34.0,9.6,72.0,779.3,19.8,3.1,4.1,21.0
246.7,14.3,7.7,78.0,418.9,22.9,1.0,1.1,6.6
89.9,7.8,2.4,11.3,213.3,5.0,0.3,1.9,0.7
281.1,4.3,1.5,121.3,219.8,35.9,2.4,5.5,23.8
23.2,0.1,0.0,0.0,10.2,5.7,0.1,3.7,0.1
138.6,4.2,2.5,10.1,28.2,26.9,3.1,14.4,1.3
320.9,9.8,0.8,0.0,38.0,47.8,3.6,2.3,11.2
309.6,18.3,9.7,46.9,153.7,28.4,0.6,8.5,8.9
366.1,15.1,5.4,39.1,483.3,42.5,5.4,4.9,15.8
114.3,6.0,2.1,108.8,80.1,11.1,1.2,3.7,4.3
148.4,8.8,2.9,14.8,252.3,13.2,1.4,4.4,5.2
362.3,18.4,3.5,68.0,476.6,15.9,0.5,10.0,27.1
